service_id,date,exception_type
28229835,20220613,1
28229835,20220301,1
28229835,20221101,1
28229835,20221005,1
28229835,20220616,1
28229835,20221201,1
28229835,20221208,1
28229835,20220610,1
28229836,20220425,1
28229836,20220613,1
28229836,20220301,1
28229836,20221101,1
28229836,20221005,1
28229836,20220616,1
28229836,20221201,1
28229836,20221208,1
28229836,20220610,1
28229837,20220425,1
28229837,20220613,1
28229837,20220301,1
28229837,20221101,1
28229837,20221005,1
28229837,20220616,1
28229837,20221201,1
28229837,20221208,1
28229837,20220610,1
28229838,20220425,1
28229838,20220613,1
28229838,20220301,1
28229838,20221101,1
28229838,20221005,1
28229838,20220616,1
28229838,20221201,1
28229838,20221208,1
28229838,20220610,1
28229839,20220425,1
28229839,20220613,1
28229839,20220301,1
28229839,20221101,1
28229839,20221005,1
28229839,20220616,1
28229839,20221201,1
28229839,20221208,1
28229839,20220610,1
28254076,20220425,1
28254076,20220613,1
28254076,20220301,1
28254076,20221101,1
28254076,20221005,1
28254076,20220616,1
28254076,20221201,1
28254076,20221208,1
28254076,20220610,1
28254077,20220425,1
28254077,20220613,1
28254077,20220301,1
28254077,20221101,1
28254077,20221005,1
28254077,20220616,1
28254077,20221201,1
28254077,20221208,1
28254077,20220610,1
28254078,20220425,1
28254078,20220613,1
28254078,20220301,1
28254078,20221101,1
28254078,20221005,1
28254078,20220616,1
28254078,20221201,1
28254078,20221208,1
28254078,20220610,1
28254079,20220425,1
28254079,20220613,1
28254079,20220301,1
28254079,20221101,1
28254079,20221005,1
28254079,20220616,1
28254079,20221201,1
28254079,20221208,1
28254079,20220610,1
28254080,20220425,1
28254080,20220613,1
28254080,20220301,1
28254080,20221101,1
28254080,20221005,1
28254080,20220616,1
28254080,20221201,1
28254080,20221208,1
28254080,20220610,1
28254081,20220425,1
28254081,20220613,1
28254081,20220301,1
28254081,20221101,1
28254081,20221005,1
28254081,20220616,1
28254081,20221201,1
28254081,20221208,1
28254081,20220610,1
28254082,20220425,1
28254082,20220613,1
28254082,20220301,1
28254082,20221101,1
28254082,20221005,1
28254082,20220616,1
28254082,20221201,1
28254082,20221208,1
28254082,20220610,1
28254083,20220425,1
28254083,20220613,1
28254083,20220301,1
28254083,20221101,1
28254083,20221005,1
28254083,20220616,1
28254083,20221201,1
28254083,20221208,1
28254083,20220610,1
28254084,20220425,1
28254084,20220613,1
28254084,20220301,1
28254084,20221101,1
28254084,20221005,1
28254084,20220616,1
28254084,20221201,1
28254084,20221208,1
28254084,20220610,1
28254085,20220425,1
28254085,20220613,1
28254085,20220301,1
28254085,20221101,1
28254085,20221005,1
28254085,20220616,1
28254085,20221201,1
28254085,20221208,1
28254085,20220610,1
28254086,20220425,1
28254086,20220613,1
28254086,20220301,1
28254086,20221101,1
28254086,20221005,1
28254086,20220616,1
28254086,20221201,1
28254086,20221208,1
28254086,20220610,1
28254087,20220425,1
28254087,20220613,1
28254087,20220301,1
28254087,20221101,1
28254087,20221005,1
28254087,20220616,1
28254087,20221201,1
28254087,20221208,1
28254087,20220610,1
28234087,20220425,1
28234087,20220613,1
28234087,20220301,1
28234087,20221101,1
28234087,20221005,1
28234087,20220616,1
28234087,20221201,1
28234087,20221208,1
28234087,20220610,1
28234088,20220425,1
28234088,20220613,1
28234088,20220301,1
28234088,20221101,1
28234088,20221005,1
28234088,20220616,1
28234088,20221201,1
28234088,20221208,1
28234088,20220610,1
28265796,20220425,1
28265796,20220613,1
28265796,20220301,1
28265796,20221101,1
28265796,20221005,1
28265796,20220616,1
28265796,20221201,1
28265796,20221208,1
28265796,20220610,1
28265797,20220425,1
28265797,20220613,1
28265797,20220301,1
28265797,20221101,1
28265797,20221005,1
28265797,20220616,1
28265797,20221201,1
28265797,20221208,1
28265797,20220610,1
28265798,20220425,1
28265798,20220613,1
28265798,20220301,1
28265798,20221101,1
28265798,20221005,1
28265798,20220616,1
28265798,20221201,1
28265798,20221208,1
28265798,20220610,1
28272630,20220425,1
28272630,20220613,1
28272630,20220301,1
28272630,20221101,1
28272630,20221005,1
28272630,20220616,1
28272630,20221201,1
28272630,20221208,1
28272630,20220610,1
28272631,20220425,1
28272631,20220613,1
28272631,20220301,1
28272631,20221101,1
28272631,20221005,1
28272631,20220616,1
28272631,20221201,1
28272631,20221208,1
28272631,20220610,1
28272632,20220425,1
28272632,20220613,1
28272632,20220301,1
28272632,20221101,1
28272632,20221005,1
28272632,20220616,1
28272632,20221201,1
28272632,20221208,1
28272632,20220610,1
28272633,20220425,1
28272633,20220613,1
28272633,20220301,1
28272633,20221101,1
28272633,20221005,1
28272633,20220616,1
28272633,20221201,1
28272633,20221208,1
28272633,20220610,1
28272634,20220425,1
28272634,20220613,1
28272634,20220301,1
28272634,20221101,1
28272634,20221005,1
28272634,20220616,1
28272634,20221201,1
28272634,20221208,1
28272634,20220610,1
28272635,20220425,1
28272635,20220613,1
28272635,20220301,1
28272635,20221101,1
28272635,20221005,1
28272635,20220616,1
28272635,20221201,1
28272635,20221208,1
28272635,20220610,1
28272636,20220425,1
28272636,20220613,1
28272636,20220301,1
28272636,20221101,1
28272636,20221005,1
28272636,20220616,1
28272636,20221201,1
28272636,20221208,1
28272636,20220610,1
28272637,20220425,1
28272637,20220613,1
28272637,20220301,1
28272637,20221101,1
28272637,20221005,1
28272637,20220616,1
28272637,20221201,1
28272637,20221208,1
28272637,20220610,1
28272638,20220425,1
28272638,20220613,1
28272638,20220301,1
28272638,20221101,1
28272638,20221005,1
28272638,20220616,1
28272638,20221201,1
28272638,20221208,1
28272638,20220610,1
28272639,20220425,1
28272639,20220613,1
28272639,20220301,1
28272639,20221101,1
28272639,20221005,1
28272639,20220616,1
28272639,20221201,1
28272639,20221208,1
28272639,20220610,1
28272640,20220425,1
28272640,20220613,1
28272640,20220301,1
28272640,20221101,1
28272640,20221005,1
28272640,20220616,1
28272640,20221201,1
28272640,20221208,1
28272640,20220610,1
28272641,20220425,1
28272641,20220613,1
28272641,20220301,1
28272641,20221101,1
28272641,20221005,1
28272641,20220616,1
28272641,20221201,1
28272641,20221208,1
28272641,20220610,1
28272642,20220425,1
28272642,20220613,1
28272642,20220301,1
28272642,20221101,1
28272642,20221005,1
28272642,20220616,1
28272642,20221201,1
28272642,20221208,1
28272642,20220610,1
28272643,20220425,1
28272643,20220613,1
28272643,20220301,1
28272643,20221101,1
28272643,20221005,1
28272643,20220616,1
28272643,20221201,1
28272643,20221208,1
28272643,20220610,1
28272644,20220425,1
28272644,20220613,1
28272644,20220301,1
28272644,20221101,1
28272644,20221005,1
28272644,20220616,1
28272644,20221201,1
28272644,20221208,1
28272644,20220610,1
28272645,20220425,1
28272645,20220613,1
28272645,20220301,1
28272645,20221101,1
28272645,20221005,1
28272645,20220616,1
28272645,20221201,1
28272645,20221208,1
28272645,20220610,1
28272646,20220425,1
28272646,20220613,1
28272646,20220301,1
28272646,20221101,1
28272646,20221005,1
28272646,20220616,1
28272646,20221201,1
28272646,20221208,1
28272646,20220610,1
28272647,20220425,1
28272647,20220613,1
28272647,20220301,1
28272647,20221101,1
28272647,20221005,1
28272647,20220616,1
28272647,20221201,1
28272647,20221208,1
28272647,20220610,1
28272648,20220425,1
28272648,20220613,1
28272648,20220301,1
28272648,20221101,1
28272648,20221005,1
28272648,20220616,1
28272648,20221201,1
28272648,20221208,1
28272648,20220610,1
28272649,20220425,1
28272649,20220613,1
28272649,20220301,1
28272649,20221101,1
28272649,20221005,1
28272649,20220616,1
28272649,20221201,1
28272649,20221208,1
28272649,20220610,1
28272650,20220425,1
28272650,20220613,1
28272650,20220301,1
28272650,20221101,1
28272650,20221005,1
28272650,20220616,1
28272650,20221201,1
28272650,20221208,1
28272650,20220610,1
28272651,20220425,1
28272651,20220613,1
28272651,20220301,1
28272651,20221101,1
28272651,20221005,1
28272651,20220616,1
28272651,20221201,1
28272651,20221208,1
28272651,20220610,1
28272652,20220425,1
28272652,20220613,1
28272652,20220301,1
28272652,20221101,1
28272652,20221005,1
28272652,20220616,1
28272652,20221201,1
28272652,20221208,1
28272652,20220610,1
28272653,20220425,1
28272653,20220613,1
28272653,20220301,1
28272653,20221101,1
28272653,20221005,1
28272653,20220616,1
28272653,20221201,1
28272653,20221208,1
28272653,20220610,1
28272654,20220425,1
28272654,20220613,1
28272654,20220301,1
28272654,20221101,1
28272654,20221005,1
28272654,20220616,1
28272654,20221201,1
28272654,20221208,1
28272654,20220610,1
28272655,20220425,1
28272655,20220613,1
28272655,20220301,1
28272655,20221101,1
28272655,20221005,1
28272655,20220616,1
28272655,20221201,1
28272655,20221208,1
28272655,20220610,1
28272656,20220425,1
28272656,20220613,1
28272656,20220301,1
28272656,20221101,1
28272656,20221005,1
28272656,20220616,1
28272656,20221201,1
28272656,20221208,1
28272656,20220610,1
28272657,20220425,1
28272657,20220613,1
28272657,20220301,1
28272657,20221101,1
28272657,20221005,1
28272657,20220616,1
28272657,20221201,1
28272657,20221208,1
28272657,20220610,1
28272658,20220425,1
28272658,20220613,1
28272658,20220301,1
28272658,20221101,1
28272658,20221005,1
28272658,20220616,1
28272658,20221201,1
28272658,20221208,1
28272658,20220610,1
28272659,20220425,1
28272659,20220613,1
28272659,20220301,1
28272659,20221101,1
28272659,20221005,1
28272659,20220616,1
28272659,20221201,1
28272659,20221208,1
28272659,20220610,1
28272660,20220425,1
28272660,20220613,1
28272660,20220301,1
28272660,20221101,1
28272660,20221005,1
28272660,20220616,1
28272660,20221201,1
28272660,20221208,1
28272660,20220610,1
28272661,20220425,1
28272661,20220613,1
28272661,20220301,1
28272661,20221101,1
28272661,20221005,1
28272661,20220616,1
28272661,20221201,1
28272661,20221208,1
28272661,20220610,1
28272662,20220425,1
28272662,20220613,1
28272662,20220301,1
28272662,20221101,1
28272662,20221005,1
28272662,20220616,1
28272662,20221201,1
28272662,20221208,1
28272662,20220610,1
28242035,20220425,1
28242035,20220613,1
28242035,20220301,1
28242035,20221101,1
28242035,20221005,1
28242035,20220616,1
28242035,20221201,1
28242035,20221208,1
28242035,20220610,1
28242036,20220425,1
28242036,20220613,1
28242036,20220301,1
28242036,20221101,1
28242036,20221005,1
28242036,20220616,1
28242036,20221201,1
28242036,20221208,1
28242036,20220610,1
28246963,20220425,1
28246963,20220613,1
28246963,20220301,1
28246963,20221101,1
28246963,20221005,1
28246963,20220616,1
28246963,20221201,1
28246963,20221208,1
28246963,20220610,1
28246964,20220425,1
28246964,20220613,1
28246964,20220301,1
28246964,20221101,1
28246964,20221005,1
28246964,20220616,1
28246964,20221201,1
28246964,20221208,1
28246964,20220610,1
28257336,20220425,1
28257336,20220613,1
28257336,20220301,1
28257336,20221101,1
28257336,20221005,1
28257336,20220616,1
28257336,20221201,1
28257336,20221208,1
28257336,20220610,1
28257337,20220425,1
28257337,20220613,1
28257337,20220301,1
28257337,20221101,1
28257337,20221005,1
28257337,20220616,1
28257337,20221201,1
28257337,20221208,1
28257337,20220610,1
28257338,20220425,1
28257338,20220613,1
28257338,20220301,1
28257338,20221101,1
28257338,20221005,1
28257338,20220616,1
28257338,20221201,1
28257338,20221208,1
28257338,20220610,1
28293084,20220425,1
28293084,20220613,1
28293084,20220301,1
28293084,20221101,1
28293084,20221005,1
28293084,20220616,1
28293084,20221201,1
28293084,20221208,1
28293084,20220610,1
28293085,20220425,1
28293085,20220613,1
28293085,20220301,1
28293085,20221101,1
28293085,20221005,1
28293085,20220616,1
28293085,20221201,1
28293085,20221208,1
28293085,20220610,1
28293086,20220425,1
28293086,20220613,1
28293086,20220301,1
28293086,20221101,1
28293086,20221005,1
28293086,20220616,1
28293086,20221201,1
28293086,20221208,1
28293086,20220610,1
28226035,20220425,1
28226035,20220613,1
28226035,20220301,1
28226035,20221101,1
28226035,20221005,1
28226035,20220616,1
28226035,20221201,1
28226035,20221208,1
28226035,20220610,1
28226036,20220425,1
28226036,20220613,1
28226036,20220301,1
28226036,20221101,1
28226036,20221005,1
28226036,20220616,1
28226036,20221201,1
28226036,20221208,1
28226036,20220610,1
28293740,20220425,1
28293740,20220613,1
28293740,20220301,1
28293740,20221101,1
28293740,20221005,1
28293740,20220616,1
28293740,20221201,1
28293740,20221208,1
28293740,20220610,1
28293741,20220425,1
28293741,20220613,1
28293741,20220301,1
28293741,20221101,1
28293741,20221005,1
28293741,20220616,1
28293741,20221201,1
28293741,20221208,1
28293741,20220610,1
28293742,20220425,1
28293742,20220613,1
28293742,20220301,1
28293742,20221101,1
28293742,20221005,1
28293742,20220616,1
28293742,20221201,1
28293742,20221208,1
28293742,20220610,1
28293745,20220425,1
28293745,20220613,1
28293745,20220301,1
28293745,20221101,1
28293745,20221005,1
28293745,20220616,1
28293745,20221201,1
28293745,20221208,1
28293745,20220610,1
28293743,20220425,1
28293743,20220613,1
28293743,20220301,1
28293743,20221101,1
28293743,20221005,1
28293743,20220616,1
28293743,20221201,1
28293743,20221208,1
28293743,20220610,1
28293744,20220425,1
28293744,20220613,1
28293744,20220301,1
28293744,20221101,1
28293744,20221005,1
28293744,20220616,1
28293744,20221201,1
28293744,20221208,1
28293744,20220610,1
28293747,20220425,1
28293747,20220613,1
28293747,20220301,1
28293747,20221101,1
28293747,20221005,1
28293747,20220616,1
28293747,20221201,1
28293747,20221208,1
28293747,20220610,1
28293746,20220425,1
28293746,20220613,1
28293746,20220301,1
28293746,20221101,1
28293746,20221005,1
28293746,20220616,1
28293746,20221201,1
28293746,20221208,1
28293746,20220610,1
28293748,20220425,1
28293748,20220613,1
28293748,20220301,1
28293748,20221101,1
28293748,20221005,1
28293748,20220616,1
28293748,20221201,1
28293748,20221208,1
28293748,20220610,1
28293749,20220425,1
28293749,20220613,1
28293749,20220301,1
28293749,20221101,1
28293749,20221005,1
28293749,20220616,1
28293749,20221201,1
28293749,20221208,1
28293749,20220610,1
28293750,20220425,1
28293750,20220613,1
28293750,20220301,1
28293750,20221101,1
28293750,20221005,1
28293750,20220616,1
28293750,20221201,1
28293750,20221208,1
28293750,20220610,1
28293751,20220425,1
28293751,20220613,1
28293751,20220301,1
28293751,20221101,1
28293751,20221005,1
28293751,20220616,1
28293751,20221201,1
28293751,20221208,1
28293751,20220610,1
28293752,20220425,1
28293752,20220613,1
28293752,20220301,1
28293752,20221101,1
28293752,20221005,1
28293752,20220616,1
28293752,20221201,1
28293752,20221208,1
28293752,20220610,1
28293753,20220425,1
28293753,20220613,1
28293753,20220301,1
28293753,20221101,1
28293753,20221005,1
28293753,20220616,1
28293753,20221201,1
28293753,20221208,1
28293753,20220610,1
28293754,20220425,1
28293754,20220613,1
28293754,20220301,1
28293754,20221101,1
28293754,20221005,1
28293754,20220616,1
28293754,20221201,1
28293754,20221208,1
28293754,20220610,1
28293755,20220425,1
28293755,20220613,1
28293755,20220301,1
28293755,20221101,1
28293755,20221005,1
28293755,20220616,1
28293755,20221201,1
28293755,20221208,1
28293755,20220610,1
28293756,20220425,1
28293756,20220613,1
28293756,20220301,1
28293756,20221101,1
28293756,20221005,1
28293756,20220616,1
28293756,20221201,1
28293756,20221208,1
28293756,20220610,1
28293759,20220425,1
28293759,20220613,1
28293759,20220301,1
28293759,20221101,1
28293759,20221005,1
28293759,20220616,1
28293759,20221201,1
28293759,20221208,1
28293759,20220610,1
28293757,20220425,1
28293757,20220613,1
28293757,20220301,1
28293757,20221101,1
28293757,20221005,1
28293757,20220616,1
28293757,20221201,1
28293757,20221208,1
28293757,20220610,1
28293758,20220425,1
28293758,20220613,1
28293758,20220301,1
28293758,20221101,1
28293758,20221005,1
28293758,20220616,1
28293758,20221201,1
28293758,20221208,1
28293758,20220610,1
28293760,20220425,1
