shape_seg_id,shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence,shape_dist_traveled
11031062031047,22021,38.77804,-9.09959,8,
11031047031039,22021,38.76799,-9.09935,9,
11031039031005,22021,38.7467,-9.1029,10,
11031005066019,22021,38.7395,-9.10822,11,
11066019066035,22021,38.74581,-9.13427,12,
11066035066050,22021,38.74461,-9.14873,13,
11066050066076,22021,38.74039,-9.16702,14,
11066076060004,22021,38.73295,-9.1685,15,
11060004067025,22021,38.70776,-9.17307,16,
11062042061002,22022,38.76639,-9.29841,1,
11061002060137,22022,38.75154,-9.28402,2,
11060137060111,22022,38.75496,-9.26538,3,
11060111060103,22022,38.75879,-9.25659,4,
11060103060087,22022,38.75989,-9.23666,5,
11060087060095,22022,38.75065,-9.2224,6,
11060095060038,22022,38.74666,-9.21219,7,
11060038060046,22022,38.74444,-9.19919,8,
11060046060004,22022,38.73295,-9.1685,9,
11060004059006,22022,38.71497,-9.1424,10,
11059006060004,22023,38.73295,-9.1685,1,
11060004060046,22023,38.74444,-9.19919,2,
11060046060038,22023,38.74666,-9.21219,3,
11060038060095,22023,38.75065,-9.2224,4,
11060095060087,22023,38.75989,-9.23666,5,
11060087060103,22023,38.75879,-9.25659,6,
11060103060111,22023,38.75496,-9.26538,7,
11060111060137,22023,38.75154,-9.28402,8,
11060137061002,22023,38.76639,-9.29841,9,
11061002062042,22023,38.78959,-9.31229,10,
11067025060004,22038,38.73295,-9.1685,1,
11060004066076,22038,38.74039,-9.16702,2,
11066076066050,22038,38.74461,-9.14873,3,
11066050066035,22038,38.74581,-9.13427,4,
11066035066019,22038,38.7395,-9.10822,5,
11066019031005,22038,38.7467,-9.1029,6,
11031005031039,22038,38.76799,-9.09935,7,
11031039031047,22038,38.77804,-9.09959,8,
11031047031062,22038,38.7958,-9.09959,9,
11031062031070,22038,38.80742,-9.09443,10,
11031070031112,22038,38.84098,-9.08027,11,
11031112031146,22038,38.85952,-9.06361,12,
11031146031187,22038,38.891,-9.03312,13,
11031187031237,22038,38.92441,-9.01135,14,
11031237031278,22038,38.95597,-8.98576,15,
11031278031310,22038,38.98747,-8.96654,16,
11031310031336,22038,39.0064,-8.95319,17,
11031336031377,22038,39.03683,-8.92733,18,
11031377031401,22038,39.05053,-8.90299,19,
11031401033001,22038,39.06842,-8.86616,20,
