shape_seg_id,shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence,shape_dist_traveled
1_724DESC0_21308_21306,193166,38.719499,-9.185219,22,
1_724DESC0_21306_11806,193166,38.716472,-9.183745,23,
1_724DESC0_11806_11804,193166,38.713796,-9.181599,24,
1_724DESC0_11804_11802,193166,38.709538,-9.179578,25,
1_724DESC0_11802_12118,193166,38.706582,-9.178837,26,
1_724DESC1_13908_13911,193167,38.7632,-9.197816,1,
1_724DESC1_13911_13710,193167,38.757659,-9.20471,2,
1_724DESC1_13710_13712,193167,38.756304,-9.203952,3,
1_724DESC1_13712_13703,193167,38.756731,-9.201134,4,
1_724DESC1_13703_13705,193167,38.755788,-9.19982,5,
1_724DESC1_13705_10909,193167,38.754205,-9.197771,6,
1_724DESC1_10909_10911,193167,38.752866,-9.196814,7,
1_724DESC1_10911_10913,193167,38.751435,-9.19749,8,
1_724DESC1_10913_10908,193167,38.749293,-9.19767,9,
1_724DESC1_10908_2804,193167,38.747781,-9.197821,10,
1_724DESC1_2804_2802,193167,38.745286,-9.197952,11,
1_724DESC1_2802_2805,193167,38.744709,-9.198851,12,
1_724DESC1_2805_2810,193167,38.742099,-9.200101,13,
1_724DESC1_2810_8828,193167,38.736157,-9.205458,14,
1_724DESC1_8828_8826,193167,38.735625,-9.203037,15,
1_724DESC1_8826_8708,193167,38.731455,-9.197463,16,
1_724DESC1_8708_8718,193167,38.73271,-9.193608,17,
1_724DESC1_8718_8716,193167,38.73296,-9.191927,18,
1_724DESC1_8716_8706,193167,38.732565,-9.189763,19,
1_724DESC1_8706_8704,193167,38.728692,-9.190766,20,
1_724DESC1_8704_8702,193167,38.725342,-9.194078,21,
1_724DESC1_8702_21308,193167,38.723391,-9.187149,22,
1_724DESC1_21308_21306,193167,38.719499,-9.185219,23,
1_724DESC1_21306_11806,193167,38.716472,-9.183745,24,
1_724DESC1_11806_11804,193167,38.713796,-9.181599,25,
1_724DESC1_11804_11802,193167,38.709538,-9.179578,26,
1_724DESC1_11802_12118,193167,38.706582,-9.178837,27,
1_724DESC3_13908_13911,193168,38.7632,-9.197816,1,
1_724DESC3_13911_13710,193168,38.757659,-9.20471,2,
1_724DESC3_13710_13712,193168,38.756304,-9.203952,3,
1_724DESC3_13712_13703,193168,38.756731,-9.201134,4,
1_724DESC3_13703_13705,193168,38.755788,-9.19982,5,
1_724DESC3_13705_10909,193168,38.754205,-9.197771,6,
1_724DESC3_10909_10911,193168,38.752866,-9.196814,7,
1_724DESC3_10911_10913,193168,38.751435,-9.19749,8,
1_724DESC3_10913_10908,193168,38.749293,-9.19767,9,
1_724DESC3_10908_2804,193168,38.747781,-9.197821,10,
1_724DESC3_2804_2802,193168,38.745286,-9.197952,11,
1_724DESC3_2802_2805,193168,38.744709,-9.198851,12,
1_724DESC3_2805_2810,193168,38.742099,-9.200101,13,
1_724DESC3_2810_8828,193168,38.736157,-9.205458,14,
1_724DESC3_8828_8826,193168,38.735625,-9.203037,15,
1_724DESC3_8826_8847,193168,38.734482,-9.202195,16,
1_724DESC3_8847_8849,193168,38.732182,-9.203354,17,
1_724DESC3_8849_8839,193168,38.730482,-9.203878,18,
1_724DESC3_8839_8711,193168,38.72618,-9.196286,19,
1_724DESC3_8711_8702,193168,38.725342,-9.194078,20,
1_724DESC3_8702_21308,193168,38.723391,-9.187149,21,
1_724DESC3_21308_21306,193168,38.719499,-9.185219,22,
1_724DESC3_21306_11806,193168,38.716472,-9.183745,23,
1_724DESC3_11806_11804,193168,38.713796,-9.181599,24,
1_724DESC3_11804_11802,193168,38.709538,-9.179578,25,
1_724DESC3_11802_12118,193168,38.706582,-9.178837,26,
1_724DESC3_12118_12106,193168,38.702423,-9.180325,27,
1_725ASC0_7808_7805,193170,38.768475,-9.098836,1,
1_725ASC0_7805_7821,193170,38.771557,-9.097346,2,
1_725ASC0_7821_7823,193170,38.7745,-9.097095,3,
1_725ASC0_7823_7908,193170,38.775044,-9.10224,4,
1_725ASC0_7908_7804,193170,38.77424,-9.106243,5,
1_725ASC0_7804_12315,193170,38.776265,-9.111018,6,
1_725ASC0_12315_12317,193170,38.777535,-9.113185,7,
1_725ASC0_12317_12319,193170,38.779231,-9.116263,8,
1_725ASC0_12319_12601,193170,38.781644,-9.119414,9,
1_725ASC0_12601_16303,193170,38.783563,-9.124536,10,
1_725ASC0_16303_16305,193170,38.785864,-9.123835,11,
1_725ASC0_16305_16307,193170,38.788411,-9.123737,12,
1_725ASC0_16307_16309,193170,38.790108,-9.123886,13,
1_725ASC0_16309_16312,193170,38.791228,-9.120914,14,
1_725ASC0_16312_16313,193170,38.792745,-9.121603,15,
1_725ASC2_7808_7805,193171,38.768475,-9.098836,1,
1_725ASC2_7805_7821,193171,38.771557,-9.097346,2,
1_725ASC2_7821_7823,193171,38.7745,-9.097095,3,
1_725ASC2_7823_7908,193171,38.775044,-9.10224,4,
1_725ASC2_7908_7804,193171,38.77424,-9.106243,5,
1_725ASC2_7804_12302,193171,38.775077,-9.111413,6,
1_725ASC2_12302_12307,193171,38.776049,-9.113543,7,
1_725ASC2_12307_12305,193171,38.777166,-9.116168,8,
1_725ASC2_12305_12603,193171,38.779376,-9.120132,9,
1_725ASC2_12603_12601,193171,38.781644,-9.119414,10,
1_725ASC2_12601_16303,193171,38.783563,-9.124536,11,
1_725ASC2_16303_16305,193171,38.785864,-9.123835,12,
1_725ASC2_16305_16307,193171,38.788411,-9.123737,13,
1_725ASC2_16307_16309,193171,38.790108,-9.123886,14,
1_725ASC2_16309_16312,193171,38.791228,-9.120914,15,
1_725ASC2_16312_16313,193171,38.792745,-9.121603,16,
1_725DESC0_16313_16314,193172,38.791489,-9.123335,1,
1_725DESC0_16314_16315,193172,38.790195,-9.123126,2,
1_725DESC0_16315_16308,193172,38.788306,-9.123888,3,
1_725DESC0_16308_16306,193172,38.786098,-9.12392,4,
1_725DESC0_16306_16304,193172,38.783924,-9.124792,5,
1_725DESC0_16304_12620,193172,38.781403,-9.120347,6,
1_725DESC0_12620_12320,193172,38.779063,-9.116294,7,
1_725DESC0_12320_12318,193172,38.77758,-9.113709,8,
1_725DESC0_12318_12316,193172,38.775849,-9.111081,9,
1_725DESC0_12316_7812,193172,38.773794,-9.10476,10,
1_725DESC0_7812_7910,193172,38.77478,-9.101771,11,
1_725DESC0_7910_7824,193172,38.774377,-9.097532,12,
1_725DESC0_7824_7822,193172,38.771328,-9.097768,13,
1_725DESC0_7822_7825,193172,38.767173,-9.099085,14,
1_725DESC0_7825_7808,193172,38.76799,-9.100009,15,
1_725DESC2_16313_16314,193173,38.791489,-9.123335,1,
1_725DESC2_16314_16315,193173,38.790195,-9.123126,2,
1_725DESC2_16315_16308,193173,38.788306,-9.123888,3,
1_725DESC2_16308_16306,193173,38.786098,-9.12392,4,
1_725DESC2_16306_16304,193173,38.783924,-9.124792,5,
1_725DESC2_16304_12620,193173,38.781403,-9.120347,6,
1_725DESC2_12620_12604,193173,38.779131,-9.120172,7,
1_725DESC2_12604_12306,193173,38.77707,-9.1159,8,
1_725DESC2_12306_12308,193173,38.776092,-9.113833,9,
1_725DESC2_12308_12301,193173,38.775372,-9.110767,10,
1_725DESC2_12301_7812,193173,38.773794,-9.10476,11,
1_725DESC2_7812_7910,193173,38.77478,-9.101771,12,
1_725DESC2_7910_7824,193173,38.774377,-9.097532,13,
1_725DESC2_7824_7822,193173,38.771328,-9.097768,14,
1_725DESC2_7822_7825,193173,38.767173,-9.099085,15,
1_725DESC2_7825_7808,193173,38.76799,-9.100009,16,
1_726ASC0_9133_9105,193174,38.721553,-9.129722,1,
1_726ASC0_9105_601,193174,38.723908,-9.132035,2,
1_726ASC0_601_603,193174,38.726348,-9.132704,3,
1_726ASC0_603_605,193174,38.726423,-9.135573,4,
1_726ASC0_605_611,193174,38.728017,-9.13678,5,
1_726ASC0_611_6504,193174,38.730821,-9.136858,6,
1_726ASC0_6504_6502,193174,38.732556,-9.140995,7,
1_726ASC0_6502_11102,193174,38.73489,-9.141472,8,
1_726ASC0_11102_11118,193174,38.737695,-9.142834,9,
1_726ASC0_11118_1811,193174,38.737161,-9.146707,10,
1_726ASC0_1811_1407,193174,38.737521,-9.149518,11,
1_726ASC0_1407_33102,193174,38.739811,-9.151656,12,
1_726ASC0_33102_1503,193174,38.738738,-9.154039,13,
1_726ASC0_1503_1505,193174,38.738089,-9.159846,14,
1_726ASC0_1505_1507,193174,38.738336,-9.161962,15,
1_726ASC0_1507_1601,193174,38.738837,-9.164612,16,
1_726ASC0_1601_1621,193174,38.740566,-9.167409,17,
1_726ASC0_1621_1611,193174,38.742127,-9.168798,18,
1_726ASC0_1611_12707,193174,38.745561,-9.169345,19,
1_726ASC0_12707_12709,193174,38.747564,-9.170923,20,
1_726ASC0_12709_12711,193174,38.750867,-9.173135,21,
1_726ASC0_12711_13617,193174,38.753612,-9.174539,22,
1_726ASC0_13617_13606,193174,38.756594,-9.177394,23,
1_726ASC0_13606_13608,193174,38.75889,-9.180727,24,
1_726ASC0_13608_12804,193174,38.760246,-9.182883,25,
1_726ASC0_12804_12816,193174,38.7593,-9.187385,26,
1_726ASC0_12816_12814,193174,38.759741,-9.190918,27,
1_726ASC0_12814_12812,193174,38.760675,-9.194949,28,
1_726ASC0_12812_13912,193174,38.763985,-9.196592,29,
1_726ASC0_13912_13910,193174,38.765966,-9.198883,30,
1_726ASC0_13910_13902,193174,38.766846,-9.200963,31,
1_726ASC0_13902_13901,193174,38.766782,-9.20227,32,
1_726ASC3_1203_1301,193176,38.729131,-9.149321,1,
1_726ASC3_1301_1401,193176,38.731809,-9.151616,2,
1_726ASC3_1401_1403,193176,38.734589,-9.154005,3,
1_726ASC3_1403_1501,193176,38.73671,-9.155804,4,
1_726ASC3_1501_1505,193176,38.738089,-9.159846,5,
1_726ASC3_1505_1507,193176,38.738336,-9.161962,6,
1_726ASC3_1507_1601,193176,38.738837,-9.164612,7,
1_726ASC3_1601_1621,193176,38.740566,-9.167409,8,
1_726ASC3_1621_1611,193176,38.742127,-9.168798,9,
1_726ASC3_1611_12707,193176,38.745561,-9.169345,10,
1_726ASC3_12707_12709,193176,38.747564,-9.170923,11,
1_726ASC3_12709_12711,193176,38.750867,-9.173135,12,
1_726ASC3_12711_13617,193176,38.753612,-9.174539,13,
1_726ASC3_13617_13606,193176,38.756594,-9.177394,14,
1_726ASC3_13606_13608,193176,38.75889,-9.180727,15,
1_726ASC3_13608_12804,193176,38.760246,-9.182883,16,
1_726ASC3_12804_12816,193176,38.7593,-9.187385,17,
1_726ASC3_12816_12814,193176,38.759741,-9.190918,18,
1_726ASC3_12814_12812,193176,38.760675,-9.194949,19,
1_726ASC3_12812_13912,193176,38.763985,-9.196592,20,
1_726ASC3_13912_13906,193176,38.766042,-9.19818,21,
1_726ASC3_13906_14110,193176,38.768936,-9.195495,22,
1_726ASC3_14110_14102,193176,38.770957,-9.193403,23,
1_726ASC3_14102_14104,193176,38.771977,-9.190204,24,
1_726ASC3_14104_14106,193176,38.771076,-9.18924,25,
1_726ASC3_14106_14107,193176,38.769542,-9.189714,26,
1_726ASC4_1403_1501,193177,38.73671,-9.155804,1,
1_726ASC4_1501_1505,193177,38.738089,-9.159846,2,
1_726ASC4_1505_1507,193177,38.738336,-9.161962,3,
1_726ASC4_1507_1601,193177,38.738837,-9.164612,4,
1_726ASC4_1601_1621,193177,38.740566,-9.167409,5,
1_726ASC4_1621_1611,193177,38.742127,-9.168798,6,
1_726ASC4_1611_12707,193177,38.745561,-9.169345,7,
1_726ASC4_12707_12709,193177,38.747564,-9.170923,8,
1_726ASC4_12709_12711,193177,38.750867,-9.173135,9,
1_726ASC4_12711_13617,193177,38.753612,-9.174539,10,
1_726ASC4_13617_13606,193177,38.756594,-9.177394,11,
1_726ASC4_13606_13608,193177,38.75889,-9.180727,12,
1_726ASC4_13608_12804,193177,38.760246,-9.182883,13,
1_726ASC4_12804_12816,193177,38.7593,-9.187385,14,
1_726ASC4_12816_12814,193177,38.759741,-9.190918,15,
1_726ASC4_12814_12812,193177,38.760675,-9.194949,16,
1_726ASC4_12812_13912,193177,38.763985,-9.196592,17,
1_726ASC4_13912_13906,193177,38.766042,-9.19818,18,
1_726ASC4_13906_14110,193177,38.768936,-9.195495,19,
1_726ASC4_14110_14102,193177,38.770957,-9.193403,20,
1_726ASC4_14102_14104,193177,38.771977,-9.190204,21,
1_726ASC4_14104_14106,193177,38.771076,-9.18924,22,
1_726ASC4_14106_14107,193177,38.769542,-9.189714,23,
1_726DESC0_13901_13903,193179,38.765895,-9.201189,1,
1_726DESC0_13903_13905,193179,38.764423,-9.19981,2,
1_726DESC0_13905_13907,193179,38.760594,-9.196147,3,
1_726DESC0_13907_12813,193179,38.760328,-9.19414,4,
1_726DESC0_12813_12817,193179,38.759443,-9.190177,5,
1_726DESC0_12817_12819,193179,38.759429,-9.186839,6,
1_726DESC0_12819_12803,193179,38.76002,-9.182754,7,
1_726DESC0_12803_13607,193179,38.75826,-9.179998,8,
1_726DESC0_13607_13605,193179,38.756639,-9.177825,9,
1_726DESC0_13605_13618,193179,38.754522,-9.175604,10,
1_726DESC0_13618_12712,193179,38.749664,-9.172603,11,
1_726DESC0_12712_12710,193179,38.747745,-9.17126,12,
1_726DESC0_12710_12708,193179,38.745266,-9.169313,13,
1_726DESC0_12708_1604,193179,38.742544,-9.168598,14,
1_726DESC0_1604_1620,193179,38.739162,-9.167512,15,
1_726DESC0_1620_1602,193179,38.73864,-9.164591,16,
1_726DESC0_1602_1510,193179,38.738157,-9.161844,17,
1_726DESC0_1510_1508,193179,38.738047,-9.158525,18,
1_726DESC0_1508_1504,193179,38.737789,-9.155548,19,
1_726DESC0_1504_33101,193179,38.739756,-9.151213,20,
1_726DESC0_33101_1408,193179,38.737902,-9.149888,21,
1_726DESC0_1408_1412,193179,38.736137,-9.149481,22,
1_726DESC0_1412_1806,193179,38.735008,-9.146288,23,
1_726DESC0_1806_11105,193179,38.734584,-9.141578,24,
1_726DESC0_11105_6501,193179,38.732123,-9.141056,25,
1_726DESC0_6501_6503,193179,38.730844,-9.137709,26,
1_726DESC0_6503_613,193179,38.727798,-9.137629,27,
1_726DESC0_613_604,193179,38.726012,-9.134327,28,
1_726DESC0_604_602,193179,38.723421,-9.131793,29,
1_726DESC0_602_9118,193179,38.721312,-9.129397,30,
1_726DESC0_9118_9133,193179,38.721806,-9.128761,31,
1_726DESC3_14107_14105,193181,38.770971,-9.188971,1,
1_726DESC3_14105_14103,193181,38.772226,-9.190738,2,
1_726DESC3_14103_14101,193181,38.770992,-9.19358,3,
1_726DESC3_14101_14111,193181,38.768801,-9.19581,4,
1_726DESC3_14111_13909,193181,38.76512,-9.198847,5,
1_726DESC3_13909_13907,193181,38.760594,-9.196147,6,
1_726DESC3_13907_12813,193181,38.760328,-9.19414,7,
1_726DESC3_12813_12817,193181,38.759443,-9.190177,8,
1_726DESC3_12817_12819,193181,38.759429,-9.186839,9,
1_726DESC3_12819_12803,193181,38.76002,-9.182754,10,
1_726DESC3_12803_13607,193181,38.75826,-9.179998,11,
1_726DESC3_13607_13605,193181,38.756639,-9.177825,12,
1_726DESC3_13605_13618,193181,38.754522,-9.175604,13,
1_726DESC3_13618_12712,193181,38.749664,-9.172603,14,
1_726DESC3_12712_12710,193181,38.747745,-9.17126,15,
1_726DESC3_12710_12708,193181,38.745266,-9.169313,16,
1_726DESC3_12708_1604,193181,38.742544,-9.168598,17,
1_726DESC3_1604_1620,193181,38.739162,-9.167512,18,
1_726DESC3_1620_1602,193181,38.73864,-9.164591,19,
1_726DESC3_1602_1510,193181,38.738157,-9.161844,20,
1_726DESC3_1510_1508,193181,38.738047,-9.158525,21,
1_726DESC3_1508_1502,193181,38.736531,-9.155936,22,
1_726DESC3_1502_1404,193181,38.733517,-9.153389,23,
1_726DESC3_1404_1402,193181,38.731597,-9.151782,24,
1_726DESC3_1402_1302,193181,38.728985,-9.14957,25,
1_726DESC3_1302_1228,193181,38.727375,-9.149035,26,
1_726DESC4_14107_14105,193182,38.770971,-9.188971,1,
1_726DESC4_14105_14103,193182,38.772226,-9.190738,2,
1_726DESC4_14103_14101,193182,38.770992,-9.19358,3,
1_726DESC4_14101_14111,193182,38.768801,-9.19581,4,
1_726DESC4_14111_13909,193182,38.76512,-9.198847,5,
1_726DESC4_13909_13907,193182,38.760594,-9.196147,6,
1_726DESC4_13907_12813,193182,38.760328,-9.19414,7,
1_726DESC4_12813_12817,193182,38.759443,-9.190177,8,
1_726DESC4_12817_12819,193182,38.759429,-9.186839,9,
1_726DESC4_12819_12803,193182,38.76002,-9.182754,10,
1_726DESC4_12803_13607,193182,38.75826,-9.179998,11,
1_726DESC4_13607_13605,193182,38.756639,-9.177825,12,
1_726DESC4_13605_13618,193182,38.754522,-9.175604,13,
1_726DESC4_13618_12712,193182,38.749664,-9.172603,14,
1_726DESC4_12712_12710,193182,38.747745,-9.17126,15,
1_726DESC4_12710_12708,193182,38.745266,-9.169313,16,
1_726DESC4_12708_1604,193182,38.742544,-9.168598,17,
1_726DESC4_1604_1620,193182,38.739162,-9.167512,18,
1_726DESC4_1620_1602,193182,38.73864,-9.164591,19,
1_726DESC4_1602_1510,193182,38.738157,-9.161844,20,
1_726DESC4_1510_1508,193182,38.738047,-9.158525,21,
1_726DESC4_1508_1504,193182,38.737789,-9.155548,22,
1_726DESC4_1504_1403,193182,38.734589,-9.154005,23,
1_727ASC0_314_11211,193183,38.745803,-9.13712,1,
1_727ASC0_11211_201,193183,38.747571,-9.140831,2,
1_727ASC0_201_205,193183,38.749345,-9.142796,3,
1_727ASC0_205_2016,193183,38.748711,-9.146651,4,
1_727ASC0_2016_2004,193183,38.746928,-9.14836,5,
1_727ASC0_2004_2020,193183,38.74465,-9.147815,6,
1_727ASC0_2020_1906,193183,38.741701,-9.146947,7,
1_727ASC0_1906_1810,193183,38.73847,-9.146113,8,
1_727ASC0_1810_1802,193183,38.733899,-9.14507,9,
1_727ASC0_1802_1704,193183,38.73013,-9.147215,10,
1_727ASC0_1704_1702,193183,38.72861,-9.148146,11,
1_727ASC0_1702_1206,193183,38.726623,-9.149521,12,
1_727ASC0_1206_1214,193183,38.724013,-9.150899,13,
1_727ASC0_1214_6806,193183,38.722236,-9.151987,14,
1_727ASC0_6806_6810,193183,38.720033,-9.155122,15,
1_727ASC0_6810_6818,193183,38.718085,-9.155515,16,
1_727ASC0_6818_6706,193183,38.715277,-9.154382,17,
1_727ASC0_6706_6704,193183,38.713484,-9.153328,18,
1_727ASC0_6704_6702,193183,38.71118,-9.153709,19,
1_727ASC0_6702_7104,193183,38.7086,-9.153095,20,
1_727ASC0_7104_3912,193183,38.706793,-9.15566,21,
1_727ASC0_3912_3910,193183,38.706432,-9.158633,22,
1_727ASC0_3910_3908,193183,38.705102,-9.161342,23,
1_727ASC0_3908_10212,193183,38.704613,-9.163596,24,
1_727ASC0_10212_10210,193183,38.704757,-9.167759,25,
1_727ASC0_10210_10208,193183,38.705294,-9.170672,26,
1_727ASC0_10208_9417,193183,38.706277,-9.173385,27,
1_727ASC0_9417_12110,193183,38.706209,-9.175557,28,
1_727ASC0_12110_12121,193183,38.704779,-9.177674,29,
1_727ASC0_12121_12108,193183,38.701991,-9.181041,30,
1_727ASC0_12108_9504,193183,38.699789,-9.18435,31,
1_727ASC0_9504_9506,193183,38.698466,-9.188384,32,
1_727ASC0_9506_9508,193183,38.697806,-9.191759,33,
1_727ASC0_9508_4114,193183,38.697506,-9.196012,34,
1_727ASC0_4114_4112,193183,38.697459,-9.198589,35,
1_727ASC0_4112_9604,193183,38.697728,-9.204514,36,
1_727ASC0_9604_9602,193183,38.700299,-9.20305,37,
1_727ASC0_9602_13310,193183,38.702353,-9.202269,38,
1_727ASC0_13310_13114,193183,38.705852,-9.202294,39,
1_727ASC0_13114_13112,193183,38.707304,-9.202516,40,
1_727ASC0_13112_12916,193183,38.70961,-9.203333,41,
1_727ASC0_12916_12914,193183,38.711041,-9.205791,42,
1_727ASC0_12914_12912,193183,38.711528,-9.20844,43,
1_727ASC0_12912_12411,193183,38.711011,-9.210817,44,
1_727ASC0_12411_12406,193183,38.709348,-9.21157,45,
1_727ASC0_12406_12410,193183,38.70913,-9.21431,46,
1_727ASC2_2004_2020,193185,38.74465,-9.147815,1,
1_727ASC2_2020_1906,193185,38.741701,-9.146947,2,
1_727ASC2_1906_1810,193185,38.73847,-9.146113,3,
1_727ASC2_1810_1802,193185,38.733899,-9.14507,4,
1_727ASC2_1802_1704,193185,38.73013,-9.147215,5,
1_727ASC2_1704_1702,193185,38.72861,-9.148146,6,
1_727ASC2_1702_1206,193185,38.726623,-9.149521,7,
1_727ASC2_1206_1214,193185,38.724013,-9.150899,8,
1_727ASC2_1214_6806,193185,38.722236,-9.151987,9,
1_727ASC2_6806_6810,193185,38.720033,-9.155122,10,
1_727ASC2_6810_6818,193185,38.718085,-9.155515,11,
1_727ASC2_6818_6706,193185,38.715277,-9.154382,12,
1_727ASC2_6706_6704,193185,38.713484,-9.153328,13,
1_727ASC2_6704_6702,193185,38.71118,-9.153709,14,
1_727ASC2_6702_7104,193185,38.7086,-9.153095,15,
1_727ASC2_7104_3912,193185,38.706793,-9.15566,16,
1_727ASC2_3912_3910,193185,38.706432,-9.158633,17,
1_727ASC2_3910_3908,193185,38.705102,-9.161342,18,
1_727ASC2_3908_10212,193185,38.704613,-9.163596,19,
1_727ASC2_10212_10210,193185,38.704757,-9.167759,20,
1_727ASC2_10210_10208,193185,38.705294,-9.170672,21,
1_727ASC2_10208_9417,193185,38.706277,-9.173385,22,
1_727ASC2_9417_12110,193185,38.706209,-9.175557,23,
1_727ASC2_12110_12121,193185,38.704779,-9.177674,24,
1_727ASC2_12121_12108,193185,38.701991,-9.181041,25,
1_727ASC2_12108_9504,193185,38.699789,-9.18435,26,
1_727ASC2_9504_9506,193185,38.698466,-9.188384,27,
1_727ASC2_9506_9508,193185,38.697806,-9.191759,28,
1_727ASC2_9508_4114,193185,38.697506,-9.196012,29,
1_727ASC2_4114_4112,193185,38.697459,-9.198589,30,
1_727ASC2_4112_9604,193185,38.697728,-9.204514,31,
1_727ASC2_9604_9602,193185,38.700299,-9.20305,32,
1_727ASC2_9602_13310,193185,38.702353,-9.202269,33,
1_727ASC2_13310_13114,193185,38.705852,-9.202294,34,
1_727ASC2_13114_13112,193185,38.707304,-9.202516,35,
1_727ASC2_13112_12916,193185,38.70961,-9.203333,36,
1_727ASC2_12916_12914,193185,38.711041,-9.205791,37,
1_727ASC2_12914_12912,193185,38.711528,-9.20844,38,
1_727ASC2_12912_12411,193185,38.711011,-9.210817,39,
1_727ASC2_12411_12406,193185,38.709348,-9.21157,40,
1_727ASC2_12406_12410,193185,38.70913,-9.21431,41,
1_727ASC5_2004_2020,193188,38.74465,-9.147815,1,
1_727ASC5_2020_1906,193188,38.741701,-9.146947,2,
1_727ASC5_1906_1810,193188,38.73847,-9.146113,3,
1_727ASC5_1810_1802,193188,38.733899,-9.14507,4,
1_727ASC5_1802_1704,193188,38.73013,-9.147215,5,
1_727ASC5_1704_1702,193188,38.72861,-9.148146,6,
1_727ASC5_1702_1206,193188,38.726623,-9.149521,7,
1_727ASC5_1206_1214,193188,38.724013,-9.150899,8,
1_727ASC5_1214_6806,193188,38.722236,-9.151987,9,
1_727ASC5_6806_6810,193188,38.720033,-9.155122,10,
1_727ASC5_6810_6818,193188,38.718085,-9.155515,11,
1_727ASC5_6818_6706,193188,38.715277,-9.154382,12,
1_727ASC5_6706_6704,193188,38.713484,-9.153328,13,
1_727ASC5_6704_6702,193188,38.71118,-9.153709,14,
1_727ASC5_6702_7104,193188,38.7086,-9.153095,15,
1_727ASC5_7104_3912,193188,38.706793,-9.15566,16,
1_727ASC5_3912_3910,193188,38.706432,-9.158633,17,
1_727ASC5_3910_3908,193188,38.705102,-9.161342,18,
1_727ASC5_3908_10212,193188,38.704613,-9.163596,19,
1_727ASC5_10212_10210,193188,38.704757,-9.167759,20,
1_727ASC5_10210_10208,193188,38.705294,-9.170672,21,
1_727ASC5_10208_9417,193188,38.706277,-9.173385,22,
1_727ASC5_9417_12110,193188,38.706209,-9.175557,23,
1_727ASC5_12110_12121,193188,38.704779,-9.177674,24,
1_727ASC5_12121_12108,193188,38.701991,-9.181041,25,
1_727ASC5_12108_9504,193188,38.699789,-9.18435,26,
1_727ASC5_9504_9506,193188,38.698466,-9.188384,27,
1_727ASC5_9506_9508,193188,38.697806,-9.191759,28,
1_727ASC5_9508_4114,193188,38.697506,-9.196012,29,
1_727ASC5_4114_4112,193188,38.697459,-9.198589,30,
1_727ASC5_4112_9604,193188,38.697728,-9.204514,31,
1_727ASC5_9604_9602,193188,38.700299,-9.20305,32,
1_727ASC5_9602_13310,193188,38.702353,-9.202269,33,
1_727ASC5_13310_13114,193188,38.705852,-9.202294,34,
1_727ASC5_13114_13112,193188,38.707304,-9.202516,35,
1_727ASC5_13112_12916,193188,38.70961,-9.203333,36,
1_727ASC5_12916_12914,193188,38.711041,-9.205791,37,
1_727ASC5_12914_12912,193188,38.711528,-9.20844,38,
1_727ASC5_12912_12411,193188,38.711011,-9.210817,39,
1_727ASC5_12411_12406,193188,38.709348,-9.21157,40,
1_727ASC5_12406_12404,193188,38.709821,-9.214984,41,
1_727ASC5_12404_12402,193188,38.711876,-9.214167,42,
1_727ASC5_12402_10402,193188,38.715797,-9.214703,43,
1_727ASC5_10402_10401,193188,38.716954,-9.213167,44,
1_727DESC2_12410_12403,193191,38.70893,-9.21435,1,
1_727DESC2_12403_12405,193191,38.709197,-9.211458,2,
1_727DESC2_12405_12408,193191,38.711324,-9.210373,3,
1_727DESC2_12408_12911,193191,38.711398,-9.208537,4,
1_727DESC2_12911_12913,193191,38.710869,-9.205382,5,
1_727DESC2_12913_12915,193191,38.710234,-9.2037,6,
1_727DESC2_12915_13111,193191,38.707418,-9.20263,7,
1_727DESC2_13111_13113,193191,38.705622,-9.202445,8,
1_727DESC2_13113_13309,193191,38.702452,-9.202531,9,
1_727DESC2_13309_9601,193191,38.700684,-9.203001,10,
1_727DESC2_9601_9603,193191,38.697252,-9.20367,11,
1_727DESC2_9603_4109,193191,38.697127,-9.200734,12,
1_727DESC2_4109_4115,193191,38.697367,-9.194168,13,
1_727DESC2_4115_9507,193191,38.697994,-9.190554,14,
1_727DESC2_9507_9505,193191,38.698587,-9.187398,15,
1_727DESC2_9505_9503,193191,38.700037,-9.183655,16,
1_727DESC2_9503_12111,193191,38.702215,-9.180677,17,
1_727DESC2_12111_12105,193191,38.705394,-9.17631,18,
1_727DESC2_12105_9418,193191,38.705883,-9.17271,19,
1_727DESC2_9418_10207,193191,38.704975,-9.170297,20,
1_727DESC2_10207_10209,193191,38.70458,-9.167364,21,
1_727DESC2_10209_10211,193191,38.70448,-9.164187,22,
1_727DESC2_10211_3907,193191,38.705388,-9.160486,23,
1_727DESC2_3907_3911,193191,38.706523,-9.157939,24,
1_727DESC2_3911_3913,193191,38.706648,-9.155753,25,
1_727DESC2_3913_3922,193191,38.707333,-9.154468,26,
1_727DESC2_3922_7103,193191,38.708901,-9.152939,27,
1_727DESC2_7103_6701,193191,38.711006,-9.153505,28,
1_727DESC2_6701_6703,193191,38.71339,-9.153158,29,
1_727DESC2_6703_6705,193191,38.715028,-9.154034,30,
1_727DESC2_6705_6817,193191,38.717518,-9.155222,31,
1_727DESC2_6817_6805,193191,38.719834,-9.155069,32,
1_727DESC2_6805_6809,193191,38.72213,-9.151801,33,
1_727DESC2_6809_1207,193191,38.724125,-9.150644,34,
1_727DESC2_1207_1205,193191,38.726634,-9.149093,35,
1_727DESC2_1205_1701,193191,38.728781,-9.147763,36,
1_727DESC2_1701_1713,193191,38.730225,-9.146875,37,
